pr1,pr2,weight
19415,19025,0.5282899876600133
19415,19413,0.4998692373212957
19415,19403,0.4996930184896361
19415,19397,0.4991142667077333
19415,19395,0.4990615450066509
19413,19403,0.9996474701411836
19413,19397,0.9984896637816559
19413,19395,0.998384192796154
19413,19381,0.9969599413774061
19413,19377,0.9966055000912825
19405,19025,0.4404365822012205
19405,19224,0.3938494503099262
19405,12967,0.35365628252249454
19405,19403,0.3332761783931797
19405,19413,0.33327296797001194
19403,19413,0.9996474701411836
19403,19397,0.9988417853352202
19403,19395,0.9987362771549343
19403,19381,0.9973115234679703
19403,19377,0.9969569571866456
19401,19403,0.49984985891339856
19401,19413,0.4996736469132064
19401,19397,0.49957090490460376
19401,19381,0.4988055441467872
19401,19377,0.49862820775516775
19397,19395,0.9998943694768933
19397,19403,0.9988417853352202
19397,19413,0.9984896637816559
19397,19381,0.9984679637058472
19397,19377,0.9981129862844674
19396,19224,0.394391316418009
19396,12967,0.35414285005041335
19396,19025,0.35283403506857225
19396,19397,0.33331849720021745
19396,19395,0.3333129583852239
19395,19397,0.9998943694768933
19395,19403,0.9987362771549343
19395,19381,0.998573443541049
19395,19413,0.998384192796154
19395,19377,0.9982184286192574
19393,19224,0.39444828287186895
19393,12967,0.35419400295740544
19393,19025,0.3528849989284298
19393,19395,0.3333055663874217
19393,19397,0.3332703591460898
19387,19025,0.4413378247494053
19387,19224,0.3946553640249598
19387,12967,0.35437995104169234
19387,19395,0.3331306763255835
19387,19397,0.33309548755798035
19386,19224,0.26310831565810133
19386,11447,0.23805506030644913
19386,12967,0.23625755664550693
19386,19395,0.19987480517947073
19386,19397,0.19985369229924377
19382,19025,0.5299459276264578
19382,19381,0.4999116965247658
19382,19377,0.4997339668715366
19382,19375,0.49968396714718744
19382,19395,0.4993749148513768
19381,19377,0.9996444779058686
19381,19375,0.9995444607934532
19381,19395,0.998573443541049
19381,19397,0.9984679637058472
19381,19362,0.9982588484178334
19379,19025,0.5301390713218143
19379,19377,0.4999160995383335
19379,19381,0.49990612366206466
19379,19375,0.49986608159112234
19379,19362,0.49922315469206674
