pr,commenter,weight
26999,nodejs-github-bot,1.0001088951893975
26999,BridgeAR,1.0022898499734845
26999,danbev,1.0033896845075714
26998,gabrielschulhof,0.7559900178822472
26998,nodejs-github-bot,0.5041732978565067
26998,BridgeAR,1.0085517821468577
26989,nodejs-github-bot,0.5009104922618313
26989,vsemozhetbyt,1.000255712816869
26989,targos,1.0002543365921213
26989,mcollina,0.06396652780556665
26989,vschoener,1.043010672634206
26988,nodejs-github-bot,1.0001698325028987
26988,cjihrig,1.002053207508144
26988,sam-github,1.009450210201934
26983,nodejs-github-bot,0.5010473850819692
26983,targos,1.0004676089231246
26983,BridgeAR,0.03534052658973331
26983,ljharb,1.0045539474690006
26983,MylesBorins,1.0055333622836757
26983,vmarchaud,1.0077683231345198
26982,nodejs-github-bot,0.7503057384212919
26980,nodejs-github-bot,1.0036857886785981
26976,nodejs-github-bot,1.000691727307986
26976,sam-github,1.0001554945753517
26976,JungMinu,1.0016709895966676
26971,nodejs-github-bot,1.0008206176470678
26971,BridgeAR,0.5006181263435232
26970,nodejs-github-bot,0.31280491723446857
26970,BridgeAR,0.3131765930957848
26970,guybedford,1.0007673348767505
26969,nodejs-github-bot,1.000887804619549
26969,richardlau,1.0008386081713034
26969,refack,0.500423277273992
26964,nodejs-github-bot,0.7534146177702705
26964,mscdex,1.0008986539567621
26964,addaleax,0.3156861527415218
26964,mcollina,1.0063267403812612
26962,BridgeAR,1.0032798911324445
26962,nodejs-github-bot,1.0032803015177285
26962,ZYSzys,1.2529150341479323
26962,migounette,1.2629407486991342
26962,HarshithaKP,1.3564415517051345
26962,jasnell,1.439551255444966
26960,nodejs-github-bot,0.7512939996024002
26960,tniessen,0.3134579063111039
26960,panva,1.0009318168109436
26960,sam-github,1.0009316307088083
26960,BridgeAR,1.0011991696418827
26960,danbev,1.0075071961262063
26959,gengjiawen,0.7561860489972805
26959,danbev,1.0051383608491726
26959,nodejs-github-bot,1.008606839205749
26959,BridgeAR,1.0138150415893579
26955,nodejs-github-bot,1.001417698541792
26955,Trott,1.0011517858070447
26955,targos,1.0003857467000359
26951,nodejs-github-bot,0.005877757168749901
26951,sam-github,0.019585296109773918
26951,rvagg,0.5007981079792525
26951,targos,1.000898942405583
26951,mscdex,1.0003329611161127
26951,sam-roberts,1.0016225219170352
26951,refack,1.0033462638070008
26949,nodejs-github-bot,1.0016801246909033
26949,targos,0.31294040620309965
26949,panva,1.0013656497833416
26949,ronkorving,1.0013489027792142
26947,nodejs-github-bot,0.7520118619135078
26947,gabrielschulhof,1.0054686302593119
26939,nodejs-github-bot,0.1877175598628566
26939,Trott,1.0000768287729849
26930,nodejs-github-bot,0.7604948060365335
26930,BethGriggs,0.019787268489505683
26930,Trott,1.002505755769644
26930,richardlau,1.009200045043212
26930,jasnell,1.0018696431232577
26930,devsnek,1.0054697051975303
26930,rvagg,0.5087286316821059
26930,mmarchini,1.0170470525733821
26930,addaleax,1.019825766683803
26930,refack,1.0199832257400758
26930,MylesBorins,1.0199896736238232
26930,mhdawson,1.0199926226165261
26929,nodejs-github-bot,1.002677011291359
26929,devsnek,1.002671642218659
26929,addaleax,1.0052740327966503
26929,sam-github,0.530330286275274
26929,gengjiawen,1.028258730907785
26928,nodejs-github-bot,0.31315685602277366
26928,BridgeAR,0.3132413838632837
26925,nodejs-github-bot,1.0020577348672006
26925,danbev,1.0006054144321774
26920,nodejs-github-bot,1.0026930627530737
26920,targos,1.0004097503683458
26916,nodejs-github-bot,0.5010313766407823
26916,BridgeAR,1.0003939772614283
26908,nodejs-github-bot,1.0033748251820103
26908,sam-github,0.31333157037949855
26908,cinderblock,1.0030240299372932
26900,nodejs-github-bot,1.0035806565180292
26900,tniessen,1.0012630683071868
26898,BridgeAR,1.003473481044672
26898,nodejs-github-bot,1.0027561517508725
26898,sasurau4,1.0028068066157139
26898,danbev,1.0014429651816898
26888,nodejs-github-bot,0.5011511506060747
26888,targos,1.000414977124858
26888,gengjiawen,1.0017044247989406
26888,refack,1.00264718526358
26885,nodejs-github-bot,1.0036627976130088
26884,gengjiawen,1.004305249177826
26884,nodejs-github-bot,1.0022973135050086
26884,refack,1.0052565160291238
26883,gengjiawen,1.0028150650590506
26883,addaleax,1.002816244368196
26883,nodejs-github-bot,1.0026828930689307
26882,nodejs-github-bot,1.00485721410271
26882,mscdex,1.0048501518780302
26882,guybedford,0.7527902828304933
26876,nodejs-github-bot,1.0054981120248216
26876,lpinca,1.005006943077812
26876,joyeecheung,1.004754611208401
26876,ZYSzys,0.7530480879272836
26876,Fishrock123,1.0047018846451272
26876,BridgeAR,1.0022976116747133
26874,nodejs-github-bot,0.06270719745413231
26874,joyeecheung,0.3138113505366354
26874,bcoe,1.0039713205522574
26874,ofrobots,1.004027854330886
26873,BridgeAR,1.00121597929605
26873,sasurau4,1.014308789653665
26873,nodejs-github-bot,1.0197334049210487
26873,Trott,1.0251721632382502
26871,nodejs-github-bot,0.5015054554428331
26871,santigimeno,0.18807544806064475
26871,reklatsmasters,1.0044020287750177
26871,targos,1.000415544443493
26871,danbev,0.5013951663466053
26868,nodejs-github-bot,0.18800825905162682
26868,tniessen,1.0038753775869285
26868,sam-github,0.010769911114730527
26868,BridgeAR,1.0031049026108634
26866,nodejs-github-bot,1.0058300892506253
26866,joyeecheung,0.18858166158443612
26866,refack,1.0058172602486757
26866,Trott,1.0054062294825374
26858,nodejs-github-bot,0.3133326599538908
26858,sam-github,1.0046519689929823
26858,refack,1.0042569333324267
26858,BridgeAR,0.18793664892695555
26858,tniessen,0.7522533958184232
26857,Trott,1.0057004369100124
26857,vsemozhetbyt,1.004948354883972
26849,nodejs-github-bot,1.006352121525059
26849,BridgeAR,0.7523602878229465
26846,nodejs-github-bot,1.0064676591916735
26846,Trott,0.31436529286836734
26845,nodejs-github-bot,1.0065173344544331
26845,Trott,1.005623627676008
26843,nodejs-github-bot,1.006692457204443
26843,addaleax,1.0047451291886922
26843,danbev,1.0036930008831229
26843,targos,1.000896662731687
26843,sam-github,1.0002090947413276
26840,refack,0.5068735763562362
26840,BridgeAR,1.1255246060108608
26840,gengjiawen,0.02126318764952248
26840,richardlau,1.2381761536072822
26840,nodejs-github-bot,0.3930206862513297
26840,Trott,1.260368729973146
26837,nodejs-github-bot,1.0048642436411992
26837,addaleax,0.7539807425619769
26836,nodejs-github-bot,1.0069086935721712
26836,bnoordhuis,1.0050448198981468
26836,Trott,1.0038966150542756
26832,joyeecheung,1.006183771414722
26832,Hakerh400,1.0007990045168518
26832,nodejs-github-bot,1.0004164930753714
26832,BridgeAR,1.0044812290168936
26825,nodejs-github-bot,1.0074974552886085
26825,BridgeAR,0.5012810277851353
26825,Fishrock123,1.0033579512994775
26825,mcollina,1.0003709318601723
26825,targos,1.000417795120591
26824,nodejs-github-bot,0.5021463365392069
26824,joyeecheung,0.7538557317640809
26823,nodejs-github-bot,0.753426035831125
26823,BridgeAR,0.03534002339094669
26823,guybedford,1.0059954222261944
26823,targos,1.0059880153256677
26823,richardlau,1.0058940309876176
26823,Trott,1.0040846246533515
26820,BridgeAR,0.7534618102711297
26820,shisama,1.006210189931375
26820,nodejs-github-bot,1.0027561711650044
26820,ZYSzys,1.000323094352415
26817,BridgeAR,0.7540691767283652
26815,refack,1.0067829595251454
26815,gengjiawen,1.0014056059182994
26815,danbev,1.001380991364781
26807,BridgeAR,0.18822809567545865
26807,Trott,1.0039605965740632
26807,dnlup,0.31349827185272605
26806,BridgeAR,0.7540693418415163
26802,BridgeAR,0.7540697264826854
26797,nissy-dev,1.0075730241781513
26797,BridgeAR,1.0051901398965568
26797,ZYSzys,1.0059059351847623
26788,nodejs-github-bot,0.3134845407515575
26788,joyeecheung,0.10995268908115449
26788,BridgeAR,1.0018577494379597
26786,panva,0.01961849620623925
26786,sam-github,0.10975833302700838
26786,mscdex,0.7561108691120173
26786,tniessen,0.06259436378183962
26786,BridgeAR,1.0032726934064948
26781,BridgeAR,1.0036729679052165
26781,nodejs-github-bot,1.0034620347508028
26781,danbev,1.0029958142223592
26779,BridgeAR,0.7540738604045469
26778,sam-github,1.0082663437363317
26778,Hakerh400,1.0081575444257977
26778,nodejs-github-bot,1.0030882502224558
26778,targos,1.0004211897464532
26774,panva,0.3146033434492496
26774,tniessen,0.188542881210037
26774,bnoordhuis,1.0083624808087366
26774,sam-github,0.5000459906304315
26774,targos,1.0000410867042806
26770,ZYSzys,1.0063488190399703
26770,BridgeAR,1.0061240568622827
26770,antsmartian,1.0051959508869155
26760,nodejs-github-bot,1.0089080653871825
26760,Fishrock123,0.7546107666519852
26760,BridgeAR,1.0060217034210013
26759,nodejs-github-bot,1.0062569183140258
26759,joyeecheung,0.5027241355086547
26757,nodejs-github-bot,1.0090243655144648
26757,addaleax,0.75543592523472
26757,BridgeAR,1.006454747206135
26752,nodejs-github-bot,1.0090514187764088
26752,BridgeAR,0.7556951357196738
26747,BridgeAR,0.7540742127077591
26745,nodejs-github-bot,0.7535947124694551
26745,MylesBorins,0.019677399788503632
26745,antsmartian,1.0091287084260252
26745,kristoferjoseph,1.009125659505019
26745,WebReflection,0.31523225715894665
26745,jasnell,1.008985015757319
26745,bcoe,1.0088095035755127
