19415,0
19415,1
19415,2
19415,3
19415,4
19413,3
19413,5
19405,3
19405,5
19405,6
19403,8
19403,7
19401,5
19401,9
19401,10
19401,11
19401,12
19397,3
19396,5
19396,13
19396,14
19396,15
19395,10
19395,5
19393,16
19393,17
19393,18
19393,3
19387,3
19387,19
19387,5
19387,7
19386,20
19386,5
19382,19
19382,5
19381,1
19381,3
19381,5
19381,10
19381,21
19379,1
19379,5
19377,16
19377,3
19377,5
19375,8
19375,10
19375,22
19374,4
19374,5
19374,7
19374,11
19374,16
19374,23
19368,22
19367,7
19367,19
19367,23
19367,24
19367,25
19364,3
19364,26
19364,27
19364,23
19362,10
19362,5
19362,15
19360,3
19360,23
19358,3
19358,4
19358,22
19358,28
19358,29
19357,5
19357,13
19357,22
19356,19
19356,30
19349,2
19349,15
19348,16
19348,1
19348,31
19347,5
19347,15
19347,16
19347,22
19347,23
19340,16
19340,4
19340,5
19339,32
19339,33
19339,34
19339,3
19339,35
19339,36
19339,12
19339,23
19337,16
19337,4
19337,5
19337,15
19335,20
19335,14
19335,15
19334,12
19334,20
19334,13
19334,14
19333,5
19333,22
19331,16
19331,5
19328,13
19328,12
19328,5
19328,15
19326,20
19326,7
19325,13
19325,14
19325,15
19324,20
19324,5
19324,14
19323,16
19323,5
19321,16
19321,5
19320,20
19320,5
19320,7
19318,8
19318,19
19318,22
19316,35
19316,3
19316,4
19316,7
19316,23
19316,24
19315,34
19315,5
19315,37
19315,11
19315,23
19315,24
19314,1
19314,38
19314,9
19314,10
19314,22
19309,16
19309,13
19309,5
19308,20
19308,15
19308,22
19308,14
19304,33
19304,3
19304,5
19304,23
19304,27
19302,3
19302,5
19300,16
19300,20
19300,5
19300,15
19297,5
19297,39
19297,23
19295,16
19295,5
19292,5
19292,13
19292,14
19292,20
19292,22
19289,20
19289,15
19288,0
19288,1
19288,5
19284,40
19284,41
19282,3
19282,5
19281,3
19280,3
19279,42
19279,5
19277,20
19277,5
19276,16
19276,5
19272,27
19272,3
19272,5
19272,23
19271,43
19271,44
19268,16
19268,11
19268,5
19268,7
19267,16
19267,5
19262,20
19261,16
19261,5
19260,33
19260,26
19260,5
19260,23
19259,0
19259,1
19259,3
19259,5
19258,13
19258,5
19256,5
19253,5
19253,3
19253,45
19253,23
19252,33
19252,5
19252,23
19250,5
19250,15
19247,1
19247,5
19245,5
19245,46
19243,3
19241,5
19241,10
19241,47
19241,22
19241,23
19240,8
19240,13
19240,48
19240,19
19240,22
19238,16
19238,11
19238,4
19238,23
19237,49
19237,5
19233,16
19233,5
19228,8
19228,49
19228,22
19227,15
19222,0
19222,1
19222,5
19219,3
19219,7
19219,10
19219,50
19219,51
19219,23
19216,50
19216,5
19216,15
19215,42
19215,20
19215,14
19213,16
19213,4
19210,16
19210,15
19208,33
19208,52
19208,5
19205,5
19205,8
19205,12
19205,13
19205,53
19204,3
19204,5
19204,7
19204,16
19204,21
19203,0
19203,1
19203,4
19203,22
19202,3
19202,5
19200,9
19200,3
19198,3
19198,5
19197,5
19197,8
19197,47
19197,16
19197,22
19195,20
19194,16
19194,54
19191,3
19191,5
19191,10
19191,13
19191,55
19189,16
19189,4
19189,5
19184,16
19184,11
19184,7
19184,23
19183,1
19183,5
19183,8
19183,43
19183,13
19181,8
19181,25
19181,12
19181,7
19178,56
19178,33
19178,5
19178,23
19177,27
19177,5
19176,16
19176,3
19176,5
19172,16
19172,5
19168,33
19168,3
19168,12
19168,5
19164,20
19160,35
19160,20
19160,12
19160,23
19153,57
19153,13
19153,5
19153,9
19147,3
19147,35
19147,7
19147,10
19147,23
19147,26
19145,3
19145,7
19145,12
19145,58
19145,59
19143,0
19143,1
19143,5
19137,5
19137,9
19137,13
19137,14
19137,15
19137,20
19137,57
19136,3
19136,12
19136,13
19136,14
19136,15
19136,57
19134,9
19134,60
19134,5
19132,4
19132,5
19131,16
19131,61
19131,5
19125,10
19125,62
19124,16
19124,48
19124,22
19124,63
19120,1
19120,10
19120,15
19117,64
19117,10
19117,5
19117,15
19116,8
19114,16
19114,5
19109,3
19109,7
19109,11
19109,23
19109,26
19107,65
19107,27
19107,21
19107,23
19106,10
19106,4
19106,5
19105,66
19105,67
19105,7
19105,12
19105,13
19105,23
19105,25
19105,27
19104,16
19104,15
19101,20
19101,5
19101,46
19101,15
19100,20
19100,15
19099,5
19099,20
19099,68
19099,15
19098,20
19098,5
19098,15
19096,35
19096,20
19096,5
19096,15
19095,5
19095,23
19093,5
19093,39
19093,10
19093,21
19093,23
19092,10
19092,3
19092,15
19090,11
19090,5
19090,23
19089,16
19089,10
19089,3
19089,5
19088,8
19088,5
19085,3
19085,15
19085,23
19084,35
19084,5
19084,8
19084,16
19084,22
19084,26
19083,33
19083,5
19083,23
19082,33
19082,5
19082,22
19082,23
19082,56
19078,20
19078,5
19078,14
19077,13
19077,14
19077,15
19077,20
19077,57
19072,9
19072,3
19072,5
19072,22
19071,3
19071,5
19071,13
19071,69
19070,25
19070,35
19070,5
19070,23
19068,8
19067,0
19067,1
19067,5
19065,0
19065,1
19065,5
19064,1
19064,3
19064,5
19064,46
19064,16
19064,23
19063,21
19063,5
19061,5
19061,70
19056,16
19056,5
19055,3
19055,5
19055,71
19055,12
19055,13
19055,15
19054,10
19054,20
19054,13
19054,14
19052,1
19052,5
19048,33
19048,3
19048,21
19048,22
19048,23
19046,72
19046,20
19046,14
19046,23
19044,66
19044,5
19044,72
19044,73
19044,12
19044,23
19043,74
19043,75
19043,4
19041,8
19041,5
19033,36
19033,22
19033,15
19032,3
19032,5
19032,7
19031,48
19031,26
19031,4
19031,23
19029,16
19029,5
19025,5
19022,24
19022,39
19022,5
19022,23
19020,72
19020,5
19020,7
19014,5
19014,13
19013,5
19013,76
19013,13
19013,14
19013,20
19011,65
19011,20
19011,15
19010,66
19010,3
19010,5
19010,73
19010,12
19010,23
19009,3
19009,77
19009,5
19009,22
19007,65
19007,20
19007,5
19006,20
19006,5
19005,3
19005,5
19005,78
19004,1
19004,5
19004,7
19004,78
19004,79
19004,16
19001,16
19001,80
19001,22
18994,1
18994,5
18993,80
18993,79
18991,35
18991,7
18991,39
18991,10
18991,44
18991,14
18991,81
18991,23
18991,26
18990,10
18990,23
18988,40
18986,5
18986,3
18986,21
18986,23
18985,66
18985,82
18985,5
18982,3
18982,35
18982,20
18981,3
18981,68
18981,5
18981,22
18971,72
18971,3
18971,20
18971,14
18968,16
18968,35
18968,5
18968,22
18965,20
18965,68
18965,5
18965,23
18964,5
18964,15
18963,35
18961,83
18961,15
18960,65
18960,66
18960,67
18960,35
18960,5
18960,73
18960,12
18960,84
18960,23
18958,48
18958,5
18958,22
18956,8
18956,22
18949,3
18949,35
18949,5
18949,7
18949,9
18949,12
18949,22
18948,16
18948,20
18942,8
18942,10
18942,5
18942,22
18938,1
18938,5
18937,66
18937,5
18933,3
18933,85
18933,5
18932,5
18932,86
18927,16
18927,5
18926,48
18926,20
18926,5
18926,39
18923,23
18923,20
18923,5
18923,15
18922,16
18922,5
18921,1
18920,3
18919,5
18919,85
18918,5
18918,72
18918,13
18918,14
18918,20
18908,86
18908,7
18907,13
18907,5
18907,14
18903,5
18901,7
18901,5
18901,86
18901,15
18898,16
18898,4
18898,15
18897,16
18897,20
18897,15
18896,16
18896,15
18895,24
18895,33
18895,5
18894,16
18894,13
18894,22
18894,15
18890,24
18890,5
18883,16
18883,15
18882,4
18881,16
18881,3
18881,5
18881,7
18878,20
18878,5
18877,35
18877,3
18877,73
18877,12
18877,15
18877,23
18871,86
18871,7
18870,3
18870,5
18870,7
18870,10
18870,13
18870,14
18870,20
18867,1
18867,5
18866,5
18866,22
18864,13
18864,5
18863,5
18863,15
18861,67
18861,7
18861,10
18861,23
18861,24
18857,4
18857,15
18854,16
18854,5
18853,16
18853,13
18853,5
18850,20
18849,49
18849,87
18847,72
18847,43
18847,87
18843,4
18843,5
18836,3
18836,5
18836,14
18836,86
18836,57
18830,86
18830,15
18829,5
18829,7
18827,5
18827,7
18827,10
18827,43
18827,15
18827,86
18826,88
18826,5
18820,48
18820,20
18819,16
18819,5
18819,15
18818,48
18818,10
18817,3
18814,20
18814,15
18808,5
18808,11
18808,81
18808,23
18808,26
18807,33
18807,3
18807,5
18807,23
18807,24
18806,1
18806,5
18806,22
18798,16
18798,5
18797,35
18797,20
18797,12
18797,22
18796,8
18796,22
18795,89
18795,36
18795,5
18792,5
18792,23
18790,16
18790,5
18790,22
18789,10
18789,90
18789,14
18788,5
18788,20
18788,13
18788,14
18787,69
18787,7
18787,13
18787,14
18787,22
18787,87
18786,16
18786,5
18785,20
18785,5
18783,1
18783,4
18783,5
18781,3
18781,5
18781,7
18781,16
18781,22
18780,8
18780,11
18780,5
18775,1
18775,5
18774,5
18774,86
18774,14
18772,1
18772,33
18772,34
18772,5
18772,7
18772,10
18772,12
18772,23
18772,91
18766,74
18766,23
18766,5
18766,15
18764,33
18764,66
18758,16
18758,5
18757,1
18757,5
18756,92
18754,4
18754,5
18753,91
18753,5
18751,33
18751,5
18751,7
18751,15
18751,24
18750,16
18750,10
18750,4
18746,12
18746,13
18744,1
18744,5
18742,20
18742,5
18742,15
18741,5
18740,11
18740,20
18740,5
18740,15
18738,16
18738,5
18736,1
18736,5
18735,16
18734,10
18734,3
18734,15
18727,35
18727,20
18727,5
18726,66
18726,91
18725,43
18725,35
18725,85
18724,91
18724,3
18724,5
18723,3
18723,85
18722,3
18722,4
18722,7
18722,72
18722,16
18714,16
18714,3
18713,72
18713,8
18712,3
18712,5
18710,16
18710,43
18710,5
18710,15
18700,42
18700,22
18700,7
18699,16
18699,5
18698,20
18698,5
18691,3
18691,5
18690,66
18690,91
18689,10
18689,93
18689,94
18685,34
18685,3
18685,5
18685,11
18685,23
18682,1
18682,5
18682,22
18677,5
18677,8
18677,13
18677,16
18677,20
18676,16
18676,5
18673,3
18673,5
18672,66
18672,91
18672,5
18669,5
18669,22
18667,16
18667,5
18662,20
18662,5
18662,15
18656,65
18656,14
18654,5
18654,10
18654,12
18654,13
18654,14
18653,3
18653,5
18653,95
18645,16
18645,3
18645,5
18645,23
18644,48
18644,5
18644,7
18642,96
18642,66
18642,3
18642,5
18642,7
18642,26
18641,97
18641,3
18640,5
18640,7
18639,16
18639,5
18638,33
18638,98
18638,3
18638,5
18638,27
18637,99
18637,5
18637,7
18637,11
18637,12
18637,20
18635,16
18635,11
18635,4
18635,5
18634,1
18634,5
18633,91
18633,5
18628,66
18628,5
18626,22
18618,20
18618,15
18617,5
18617,86
18615,20
18615,5
18612,1
18612,20
18612,5
18612,7
18608,20
18608,15
18607,5
18607,93
18606,100
18606,93
