0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,0,0
1,24,3,13,2,34,25,37,22,2,20,37,8,13,10,39,47,35,32,41,126,123,113,72,109,66,69,37,38,10,20,22,33,21,48,41,25,32,28,46,31,19,59,22,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,12,3,14,53,30,7,28,52,34,15,104,60,31,40,55,83,112,111,79,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,7,1,0,0,0,0,0,17,2,0,10,0,17,8,23,26,42,43,0,0,0,0
5,36,20,18,19,11,28,36,43,44,33,55,73,63,35,56,125,100,80,54,103,64,82,92,93,49,116,65,104,146,81,83,135,121,142,120,125,76,60,119,232,276,256,118,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0
7,51,18,4,32,30,44,48,50,51,14,5,11,32,8,20,39,62,52,45,18,38,34,42,24,3,70,18,24,10,2,6,6,37,8,21,20,11,73,17,66,54,57,15,0,0,0,0
8,5,0,4,1,4,1,0,1,3,3,6,5,5,1,16,6,5,3,19,6,12,11,5,10,13,13,9,7,11,7,29,38,26,16,21,20,11,17,17,15,10,19,5,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,2,2,0,15,0,0,0,0,0,7,14,2,0,0,0,0
10,39,52,9,15,19,14,17,7,27,11,27,4,25,15,20,4,10,17,1,16,33,11,20,1,21,13,8,20,49,14,5,19,12,10,38,20,12,26,17,18,37,23,15,0,0,0,0
11,0,0,0,0,3,0,0,16,2,7,3,20,4,0,3,15,6,0,0,16,1,0,0,0,7,0,2,17,5,14,42,13,2,18,4,6,6,18,15,6,8,11,3,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,2,0,0,0,4,0,9,14,4,37,32,0,22,32,14,25,17,53,17,0,0,0,0
13,0,0,1,5,0,2,1,1,13,14,14,22,35,19,31,11,2,6,11,24,26,17,27,37,22,58,22,5,25,11,40,73,18,30,40,27,2,57,37,1,19,59,19,0,0,0,0
14,1,1,1,0,9,41,16,6,19,26,2,7,21,14,24,2,27,11,35,42,15,14,5,13,0,22,27,19,8,28,37,38,14,47,92,39,6,24,14,4,101,44,38,0,0,0,0
15,5,20,9,17,13,80,154,245,137,157,154,119,97,96,100,142,139,72,95,64,108,90,90,96,93,106,66,102,67,75,80,102,66,86,63,38,55,60,33,52,43,46,38,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,6,9,14,20,14,40,36,0,17,45,33,42,38,29,46,62,39,37,89,58,46,95,69,52,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
19,19,25,20,18,16,26,26,14,20,34,14,2,1,14,17,29,30,10,26,3,6,0,7,12,0,0,0,12,0,0,19,0,3,5,0,0,2,0,3,1,0,6,13,0,0,0,0
20,83,127,34,161,24,77,91,53,20,86,56,66,27,31,36,56,6,15,7,21,61,60,34,53,29,32,71,80,91,46,41,53,44,11,115,25,7,53,40,61,93,75,38,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,6,0,43,6,0,0,0,0
22,21,47,73,52,26,31,63,40,29,29,40,31,24,58,33,46,39,18,29,18,33,29,28,15,26,53,15,11,14,10,15,27,24,63,74,54,14,8,15,20,28,18,14,0,0,0,0
23,35,87,47,86,43,131,106,123,75,31,28,78,15,25,20,120,46,30,14,47,20,40,27,29,44,38,50,94,43,10,9,35,11,10,67,21,4,11,12,49,70,135,49,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,4,0,0,0,12,1,7,0,4,20,0,1,36,1,14,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,1,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,2,2,1,0,3,0,1,7,5,4,1,0,7,13,5,7,23,1,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,14,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,5,1,0,22,12,0,0,0,0,0,1,3,3,0,12,0,0,0,0,2,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
32,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,16,14,32,15,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,30,18,11,12,44,30,16,43,21,2,31,2,16,18,29,6,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,9,4,2,16,0,0,0,0,5,0,5,5,2,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,9,7,3,0,0,0,0
40,64,54,27,119,30,42,67,44,32,60,62,31,13,6,7,20,7,0,0,1,0,0,0,1,2,0,2,7,0,2,20,12,20,2,7,16,0,8,0,1,0,1,2,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,4,0,0,0,0,5,13,19,30,19,15,14,10,3,5,1,0,0,3,6,0,17,19,12,4,0,4,5,3,1,6,2,8,0,6,6,1,0,0,0,1,1,1,0,0,0,0
43,24,21,35,18,0,6,1,4,0,0,0,0,0,0,3,0,5,0,0,0,0,14,0,2,1,0,0,0,0,0,0,0,16,4,6,9,15,23,14,0,9,1,1,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,11,0,0,0,1,0,0,0,4,1,1,9,2,1,0,1,0,2,1,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,2,0,6,0,0,8,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,9,0,0,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,13,4,0,8,0,24,4,2,25,0,12,6,10,13,4,3,2,0,5,13,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,26,0,5,13,1,28,4,3,1,3,0,0,0,0,0
50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,9,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,2,13,7,20,1,0,1,0,0,3,5,2,9,0,5,1,0,0,1,8,4,0,0,0,0,0,6,0,0,2,19,7,6,1,0,0,0,2,0,0,0,1,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
