19415,548,226,525,332,226,638,548,1487,415,415,934,1167,332,415,90,1487,226,638,638,907,934,1002,1002,548,454,474,2905,548,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19415,548,226,525,332,226,638,548,1487,415,415,934,1167,332,415,90,1487,226,638,638,907,934,1002,1002,548,454,474,2905,548,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19415,548,226,525,332,226,638,548,1487,415,415,934,1167,332,415,90,1487,226,638,638,907,934,1002,1002,548,454,474,2905,548,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
19415,548,226,525,332,226,638,548,1487,415,415,934,1167,332,415,90,1487,226,638,638,907,934,1002,1002,548,454,474,2905,548,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19415,548,226,525,332,226,638,548,1487,415,415,934,1167,332,415,90,1487,226,638,638,907,934,1002,1002,548,454,474,2905,548,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
19413,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,1487,415,90,548,638,226,416,454,1487,415,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19413,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,1487,415,90,548,638,226,416,454,1487,415,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19405,2905,1167,90,90,1487,638,638,548,226,525,646,415,2905,548,415,934,525,90,415,548,548,226,90,525,415,548,525,415,454,226,525,548,226,525,646,415,2905,548,907,415,548,638,454,226,525,548,907,415,0,0,3
19405,2905,1167,90,90,1487,638,638,548,226,525,646,415,2905,548,415,934,525,90,415,548,548,226,90,525,415,548,525,415,454,226,525,548,226,525,646,415,2905,548,907,415,548,638,454,226,525,548,907,415,0,0,5
19405,2905,1167,90,90,1487,638,638,548,226,525,646,415,2905,548,415,934,525,90,415,548,548,226,90,525,415,548,525,415,454,226,525,548,226,525,646,415,2905,548,907,415,548,638,454,226,525,548,907,415,0,0,6
19403,934,1487,638,332,1167,2905,415,288,226,934,1487,525,548,90,1487,1002,638,226,525,226,90,525,415,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19403,934,1487,638,332,1167,2905,415,288,226,934,1487,525,548,90,1487,1002,638,226,525,226,90,525,415,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
19401,934,226,454,525,525,415,454,226,525,1487,415,90,288,226,2905,415,548,90,415,2905,2905,226,90,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19401,934,226,454,525,525,415,454,226,525,1487,415,90,288,226,2905,415,548,90,415,2905,2905,226,90,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
19401,934,226,454,525,525,415,454,226,525,1487,415,90,288,226,2905,415,548,90,415,2905,2905,226,90,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19401,934,226,454,525,525,415,454,226,525,1487,415,90,288,226,2905,415,548,90,415,2905,2905,226,90,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
19401,934,226,454,525,525,415,454,226,525,1487,415,90,288,226,2905,415,548,90,415,2905,2905,226,90,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
19397,525,226,525,2905,226,1265,548,90,548,454,525,415,525,1167,415,907,1487,415,90,454,226,548,226,2905,525,226,638,907,525,226,2905,548,288,1487,638,525,226,1487,415,90,0,0,0,0,0,0,0,0,0,0,3
19396,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,415,934,525,1167,934,525,525,1265,1167,226,90,474,548,454,226,934,525,415,0,0,0,0,0,0,0,0,0,0,0,0,5
19396,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,415,934,525,1167,934,525,525,1265,1167,226,90,474,548,454,226,934,525,415,0,0,0,0,0,0,0,0,0,0,0,0,13
19396,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,415,934,525,1167,934,525,525,1265,1167,226,90,474,548,454,226,934,525,415,0,0,0,0,0,0,0,0,0,0,0,0,14
19396,2905,226,907,90,525,415,2905,2905,226,332,415,288,226,90,415,548,907,934,548,454,415,934,525,1167,934,525,525,1265,1167,226,90,474,548,454,226,934,525,415,0,0,0,0,0,0,0,0,0,0,0,0,15
19395,934,454,907,416,2905,1167,90,332,548,548,454,907,416,934,1167,454,525,638,415,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
19395,934,454,907,416,2905,1167,90,332,548,548,454,907,416,934,1167,454,525,638,415,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19393,525,226,525,638,638,332,415,2905,226,525,226,525,907,415,2905,415,2905,1167,474,548,525,416,474,548,638,1487,548,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
19393,525,226,525,638,638,332,415,2905,226,525,226,525,907,415,2905,415,2905,1167,474,548,525,416,474,548,638,1487,548,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
19393,525,226,525,638,638,332,415,2905,226,525,226,525,907,415,2905,415,2905,1167,474,548,525,416,474,548,638,1487,548,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
19393,525,226,525,638,638,332,415,2905,226,525,226,525,907,415,2905,415,2905,1167,474,548,525,416,474,548,638,1487,548,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19387,1167,548,934,1167,638,525,226,90,415,548,525,2905,934,90,525,415,2905,525,415,332,525,90,474,90,638,2905,907,525,1167,226,90,548,638,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,3
19387,1167,548,934,1167,638,525,226,90,415,548,525,2905,934,90,525,415,2905,525,415,332,525,90,474,90,638,2905,907,525,1167,226,90,548,638,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,19
19387,1167,548,934,1167,638,525,226,90,415,548,525,2905,934,90,525,415,2905,525,415,332,525,90,474,90,638,2905,907,525,1167,226,90,548,638,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,5
19387,1167,548,934,1167,638,525,226,90,415,548,525,2905,934,90,525,415,2905,525,415,332,525,90,474,90,638,2905,907,525,1167,226,90,548,638,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,7
19386,2905,1167,90,226,2905,525,525,474,525,2905,1167,90,2905,454,548,332,226,2905,226,226,934,1487,525,415,90,2905,1167,90,90,415,332,332,548,638,415,548,226,226,2905,288,226,2905,0,0,0,0,0,0,0,0,20
19386,2905,1167,90,226,2905,525,525,474,525,2905,1167,90,2905,454,548,332,226,2905,226,226,934,1487,525,415,90,2905,1167,90,90,415,332,332,548,638,415,548,226,226,2905,288,226,2905,0,0,0,0,0,0,0,0,5
19382,1167,548,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,226,525,415,454,934,2905,638,454,548,525,525,226,332,1167,415,2905,2905,1265,1487,907,226,525,332,226,934,226,0,0,0,0,0,19
19382,1167,548,638,638,1487,907,226,525,332,226,415,934,548,638,525,525,2905,934,525,226,525,415,454,934,2905,638,454,548,525,525,226,332,1167,415,2905,2905,1265,1487,907,226,525,332,226,934,226,0,0,0,0,0,5
19381,907,416,934,548,646,2905,548,548,454,525,2905,454,454,226,2905,226,638,646,474,226,548,1487,415,638,548,454,90,415,2905,2905,934,1167,525,332,226,332,1167,415,415,1487,638,525,907,1487,226,0,0,0,0,0,1
19381,907,416,934,548,646,2905,548,548,454,525,2905,454,454,226,2905,226,638,646,474,226,548,1487,415,638,548,454,90,415,2905,2905,934,1167,525,332,226,332,1167,415,415,1487,638,525,907,1487,226,0,0,0,0,0,3
