pr,reviewer,weight
34120,ronag,1.0002779433851583
34120,Ethan-Arrowood,1.0002730802089064
34117,jkrems,0.0031755599596128368
34117,guybedford,0.10957610562225983
34117,bmeck,0.5007951074465783
34117,ljharb,0.18836110053383215
34112,devsnek,1.0004007578056537
34112,mmarchini,0.010746195453764196
34112,lundibundi,0.01953926971914849
34112,bnoordhuis,0.1876971332345938
34112,addaleax,1.0333595973790992
34111,awwright,0.03522880649477731
34111,mscdex,1.0034507030509325
34111,addaleax,0.10944843644504369
34111,mcollina,0.5047803330553245
34106,ronag,1.0009029402771703
34103,addaleax,0.7501686730763353
34103,ronag,0.7501736176513492
34103,lpinca,1.0006128789416548
34102,ronag,1.0003278195256782
34101,ronag,0.7505241302488361
34101,mcollina,1.0005345820579716
34101,addaleax,1.0000853669751446
34097,mkrawczuk,0.7509319787659028
34097,lpinca,0.5006087771079598
34097,ryzokuken,1.0012202667346763
34089,mmarchini,0.5035438260261036
34089,Himself65,1.0011050997529436
34089,phillipj,1.024005901049737
34088,ronag,0.03521676307600019
34088,lpinca,0.7513164486604502
34088,addaleax,0.7512588933070448
34087,addaleax,1.0018339026393415
34087,jasnell,1.001826487491615
34082,addaleax,0.5276115221969531
34082,ronag,1.0552278995451316
34080,addaleax,1.0017714389982886
34070,jasnell,1.0309077025380682
34070,lundibundi,1.0309133131185924
34068,lpinca,1.002702963602718
34068,ronag,0.7520221067318686
34068,jasnell,1.0026981159216355
34068,addaleax,0.10966938408434838
34064,DerekNonGeneric,1.0029811305959593
34064,aduh95,1.002843683898948
34064,Trott,1.002682654431316
34063,addaleax,1.0027521875378116
34063,Trott,1.0026851282536817
34062,jasnell,1.003012972811947
34060,richardlau,1.0027952922990804
34057,GeorgeSapkin,1.0713366648195977
34057,addaleax,1.07148143688425
34055,Trott,1.0913372599149262
34052,mscdex,1.0034263401007604
34052,devsnek,1.0034201782891594
34048,addaleax,0.7524710084630213
34048,puzpuzpuz,0.7523482844731937
34042,trivikr,0.7943101567063418
34042,ronag,1.103894128475985
34042,mkrawczuk,1.1184395371703233
34042,mcollina,1.170406393866756
34039,richardlau,1.0031745216458678
34039,mhdawson,1.0041400190758907
34039,devsnek,1.0041411393751631
34039,mmarchini,1.0012884995674736
34039,jasnell,1.0023455168070268
34035,ronag,3.8282099648015544e-05
34035,benjamingr,0.18815235504261021
34035,lundibundi,1.003284232140093
34035,devsnek,1.0032408879621273
34033,danbev,1.0045882670711248
34033,jasnell,1.004587055148024
34024,Trott,1.0050828901706503
34024,DerekNonGeneric,1.0047321044784703
34023,lundibundi,1.0028225534753181
34023,addaleax,1.002641828147565
34022,mkrawczuk,1.0055655436128832
34022,lundibundi,1.0049072632558604
34020,addaleax,1.005654322992191
34020,jasnell,0.3141729674348268
