pr,reviewer,weight
19209,bvaughn,1.0003641688854064
19209,rickhanlonii,1.0031315075226468
19191,bvaughn,0.31340406023812867
19191,ittaibaratz,0.3132912885462614
19188,bvaughn,0.7538934063234973
19188,trueadm,0.75393241290303
19186,bvaughn,0.313829040621997
19186,trueadm,0.7534411509233212
19186,gaearon,1.0052690612219415
19184,acdlite,0.7531142420300173
19184,bvaughn,0.0004900668725075781
19184,rickhanlonii,0.010781875479766001
19174,bvaughn,0.01080292808591674
19174,trueadm,0.035508238403394655
19174,necolas,1.0056862500257606
19174,gaearon,1.0445432502047438
19142,bvaughn,0.7578244702457388
19142,acdlite,0.505211371727743
19138,bvaughn,1.0110480905008243
19136,tjallingt,1.0112163153755005
19121,rickhanlonii,0.0032043569625930797
19121,acdlite,0.00026174066152128854
19108,acdlite,1.0158633437397573
19108,sophiebits,1.0156150161936308
19108,bvaughn,1.0089383046134612
19071,razh,1.0196163234364284
19062,coolkev,1.0206057014247705
19062,fredvollmer,1.0196158332648477
19059,sebmarkbage,1.0144070355163528
19059,trueadm,1.0144049928361825
19055,ashr81,1.0221809691426083
19055,MetinArslanturk,1.0217700880313783
19054,gaearon,0.7504118816038126
19054,charlie1404,0.7504316303152818
19053,trueadm,1.02266145214499
19053,acdlite,1.0224878267510558
19048,bvaughn,1.0165037273527917
19048,gaearon,1.008267445179624
19028,bvaughn,0.19765140476117063
19028,bl00mber,1.0571224901254879
19019,bvaughn,1.026419478200801
19019,sophiebits,1.0261508061311595
19009,gaearon,1.0265182598522338
19009,kevinweber,1.0264757740577979
18994,bvaughn,0.11863829520424087
18976,gaearon,0.19334441713038863
18976,bvaughn,1.0311256679845036
18970,bvaughn,1.0313218547755858
18970,trueadm,1.0312828518124084
18966,bvaughn,1.031875127751309
18963,bvaughn,0.3224165810658431
18963,lunaruan,1.0312248136939732
18961,sophiebits,1.0319886954494
18959,sebmarkbage,1.0325787643360442
18959,bvaughn,1.0319052945608402
18954,gaearon,1.0329031117820586
18954,bvaughn,1.0329005071917678
18952,bvaughn,1.0190635078775943
18952,dmail,1.0051962353232433
18948,bl00mber,1.0328847142583735
18939,bvaughn,1.0518876042872354
18939,sktguha,1.1443258372930605
18939,rickhanlonii,1.193956824893591
18933,bvaughn,1.0360219680372826
18933,sebmarkbage,1.0310754814416068
18928,sebmarkbage,1.0308905904562784
18928,b4h0-c4t,0.5145021755618672
18928,bvaughn,1.3079489837722622
18921,sophiebits,1.0372665081610246
18921,bvaughn,1.0361714762724354
18913,bvaughn,0.19440472678073983
18913,bl00mber,1.036956427578404
18912,bvaughn,1.0376307986218236
18907,gaearon,1.0378162724943523
18907,surgeboris,1.037807583745791
18898,gaearon,0.32454604468194
18898,trueadm,0.7789066035005854
18891,acdlite,1.0391339118223515
18889,bvaughn,0.32477141024148726
18889,acdlite,0.5194308464409405
18886,sebmarkbage,1.039209229442296
18886,trueadm,1.0392030081412975
18880,bvaughn,0.3245246976179959
18880,bl00mber,0.7785936028343917
