Crypt-iQ,practicalswift,D4nte,jonatack,vasild,MarcoFalke,eriknylund,sipa,fanquake,adamjonas,luke-jr,ajtowns,fjahr,Sjors,achow101,promag,hebasto,ShubhamPalriwala,pg156,theuni,ryanofsky,rajarshimaitra,laanwj,jnewbery,amitiuttarwar,ysangkok,naumenkogs,troygiorshev,Saibato,wodry,gwillen,dunxen,pinheadmz,glozow,robot-dreams,ariard,LarryRuane,t-bast,renepickhardt,glowang,TheBlueMatt,wiz,meshcollider,JeremyRubin,andrewtoth,jules23,kiminuo,donaloconnor,dongcarl,elichai,pstratem,jasonbcox,ycshao,bliotti,miztake,NicolasDorier,gillichu,S3RK,mjdietzx,FelixWeis,dboures,jonathanschoeller,ThomasBucaioni,skmcontrib,Kixunil,jonasschnelli,theStack,narula,kallewoof,flack,maitrebitcoin,real-or-random,Empact,jkczyz,darosior,MDrollette,katesalazar,yakitorifoodie,kcalvinalvin,tryphe,10xcryptodev,mzumsande,martinus,tarboss,clarkmoody,instagibbs,brakmic,jb55,rvagg,domob1812,jarolrod,robot-visions,kingdavid6336,pierreN,benthecarman,kristapsk,sdaftuar,huanhd400,fridokus,jamesob,niVelion,rodentrabies,michaelfolkson,prayank23,chanhosuh,RANDALL-hub,emilengler,sidhujag,jeandudey,aminroosta,DrahtBot,Xekyo,bvbfan,Thoragh,niftynei,n-thumann,charlesrocket,PastaPastaPasta,rebroad,molnard,dangershony,yusufsahinhamza,uhliksk,0xB10C,TheQuantumPhysicist,jkcd,yahiheb,cculianu,nothingmuch,jtimon,egp,furszy,jimmysong,decryp2kanon,giulio92,RandyMcMillan,conceptrat,junderw,MaxHillebrand,skwp,constcast-glitch,dgpv,jachiang,sanket1729,kirankashyap,msafi,paymog,gmaxwell,jameshilliard,Bushstar,mccoy45,jimpo,sanjaykdragon,paulyc,asoltys,ahook,EthanHeilman,hackerrdave,sipsorcery,willyko,nijynot,Talkless,TheCharlatan,dimitarnestorov,mxaddict,icota,yanmaani,za-kk,HAOYUatHZ,birtony,madars,apoelstra,sadrasabouri,JeremyCrookshank,ch4ot1c,carnhofdaki,dannmat,Zero-1729,GChuf,bitcoinhodler,jbampton,stefanwouldgo,setpill,davereikher,soroosh-sdi,roconnor-blockstream,BlockMechanic,stevenroose,erasmospunk,RajaMBZ,takinbo,l2a5b1,harding,Christewart,vadi2,keneanung,remagpie,ezegom,cryptogopher,etscrivner,ShaunApps,fqlx,qmma70,dandv,shargon,gertjaap,fanatid,AkioNak,marcinja,web3shannon,shesek,jonasnick,JosuGZ,moneyball,greenaddress,torkelrogstad,thijstriemstra,merehap,dakk,prusnak,davehamiltone,jeffrade,andcoisqu,kostyantyn,nkostoulas,dergoegge,morcos,merland,IPGlider,BelfordZ,MishraShivendra,lucayepa,gkrizek,ldm5180,jgarzik,ken2812221,rojarsmith,fkorotkov,murrayn,marcoagner,riordant,lano1106,scravy,Csi18nAlistairMann,JBaczuk,shahzadlone,wtogami,d3spwn,JustinTArthur,hugohn,Mr-Leshiy,kodslav,mmachicao,PatrickZGW,lavie,bytting,jl2012,lontivero,lucash-dev,hosseinamin,AM5800,markaw67,joshrabinowitz,mysticaltech,jlopp,cornelius,leonardojobim,LucianaMarques,zallarak,qubenix,kazcw,mruddy,sp4ke,isghe,hsjoberg,conscott,karelbilek,DesWurstes,HatboyWonder,leishman,sangaman,sizeofvoid,romanz,robust-cuttlefish,murtyjones,gustavocoding,arowser,fingera,ras0219-msft,arvidn,cisba,bitstein,PierreRochard,Kvaciral,alexeyneu,awilfox,reel,mgrychow,GeneFerneau,clodhopp,johnlow95,skeees,Fuzzbawls,masonicboom,MitchellCash,kewde,LeandroRocha84,afk11,mcdallas,AtsukiTak,Flowdalic,rex4539,jhfrontz,satwo,HashUnlimited,rodasmith,n2yen,giancarloGiuffra,ccdle12,abskj,kaplanmaxe,yuntai,mess110,jmcorgan,Alex-CodeLab,randolf,GreatSock,lmanners,andreip,glaksmono,chris-belcher,winder,dbolser,Linrono,nixbox,qshuai,TheSamHughes,kanzure,wbarobinson,WillAyd,tjps,petertodd,joemphilips,matthias-g,eklitzke,krab,GabrielDav,annanay25,dcousens,hkjn,cdecker,bitkevin,dexX7,maaku,markblundeberg,denis2342,shigeya,dooglus,esotericnonsense,junfx,fivepiece,bpay,Willtech,devrandom,vii,fwolfst,mryandao,discosultan,ericallam,snuggs,ckcollab,benma,krytarowski,bolekC,vajdaz,lionello,gnumarcelo,Varunram,valentinewallace,droark,JohnVonNeumann,aaron-hanson,jsarenik,Elbandi,lmlsna,vivganes,astanway,paveljanik,aria-golliver,knoxcard,pedrobranco,molxyz,tomasvdw,danra,dongsam,justicz,Dllieu,BitonicEelis,Eelis,hodlbirb,lclc,jharvell,PRabahy,coblee,jimhashhq,keystrike,emanuelb,stevendlander,brianmcmichael,eliahuhorwitz,ArielLorenzo-Luaces,ReneNyffenegger,dougstrong77,str4d,daira,RHavar,somdoron,ABISprotocol,pavlosantoniou,erols,earonesty,webcaetano,mkwia,sanch0panza,forkwar,rvelhote,aayanl,maxgiraldo,parazyd,spencerlievens,mchrostowski,wangchun,yinyunqiao,chrisgavin,rawodb,mariodian,arvidsson,bulldozer00,kobake,marijnfs,gubatron,kirit93,CryptAxe,richardkiss,aideca,saleemrashid,kokifpen,isle2983,robmcl4,btcdrak,venzen,mcelrath
0,72,0,3,0,92,0,42,5,1,20,0,8,27,5,90,20,0,0,7,34,0,28,27,0,0,2,0,1,0,4,0,0,0,0,0,5,0,0,0,0,0,19,0,7,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,1,2,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,0,0,1,93,0,24,10,0,1,0,0,37,13,96,14,0,0,12,53,0,15,29,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,12,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,9,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,14,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,4,7,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,66,0,12,0,49,0,3,13,3,21,7,2,22,0,93,40,0,0,0,29,0,26,44,7,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,2,0,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,3,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,9,6,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,0,3,7,116,0,70,13,0,13,0,0,58,22,106,36,0,0,0,32,0,53,38,6,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,6,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,9,2,12,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,6,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,14,1,65,0,18,9,1,8,2,0,22,27,66,0,0,0,0,71,0,15,50,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,17,0,0,0,5,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,20,0,4,0,3,0,0,0,0,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,53,0,104,0,24,7,0,20,17,0,5,19,102,17,0,0,12,80,0,11,94,0,0,1,0,0,0,12,0,0,0,0,30,0,0,0,0,7,0,5,0,0,0,2,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,14,5,6,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,1,0,27,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,3,14,6,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,30,0,146,0,10,11,0,49,5,4,25,8,67,45,0,0,0,91,0,14,43,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,1,0,0,9,0,6,0,0,0,0,7,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,7,0,81,0,2,7,0,14,14,0,11,28,75,33,0,0,0,46,0,10,10,0,0,3,0,0,0,0,0,0,0,0,11,12,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,19,0,0,2,12,13,11,0,0,0,0,0,0,1,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,2,1,1,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,28,0,83,0,6,29,0,5,42,9,40,37,80,42,0,0,19,41,0,15,9,0,0,0,0,0,0,0,0,2,0,0,12,9,0,0,0,20,0,6,0,0,0,0,0,25,5,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,30,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,28,0,6,0,0,0,0,0,0,0,0,28,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,43,4,3,2,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0,52,0,135,0,6,38,2,19,13,14,73,38,102,38,0,0,0,53,0,27,35,0,0,1,0,0,0,0,0,0,0,0,44,4,0,0,0,12,0,2,0,0,0,2,0,0,2,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,27,0,0,0,0,0,0,0,0,0,1,2,0,0,14,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,3,1,1,1,1,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,34,17,121,0,37,26,2,12,2,4,18,14,66,29,0,0,3,44,4,24,11,12,0,7,0,0,0,0,0,0,2,0,30,2,0,6,0,20,0,8,16,4,0,0,0,12,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,15,0,4,0,0,0,3,11,9,0,0,0,0,0,0,20,7,0,0,25,0,1,0,0,0,0,0,0,0,5,5,0,0,32,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,11,1,0,1,2,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,15,2,142,0,8,16,0,10,18,37,30,47,86,46,0,0,5,11,0,63,10,1,3,5,0,0,0,1,0,0,0,0,16,16,0,0,0,2,0,0,4,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,1,4,0,0,0,3,2,1,0,0,0,0,0,0,15,4,0,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,2,0,3,4,15,3,7,1,4,1,2,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
